label,content,hash
0,"commit 720507ed95023e45620f305767d12cd716e8b8ca
Author: Paolo Bonzini <pbonzini@redhat.com>
Date:   Mon Jun 14 10:11:26 2021 +0200

    ratelimit: treat zero speed as unlimited
    
    Both users of RateLimit, block-copy.c and blockjob.c, treat
    a speed of zero as unlimited, while RateLimit treats it as
    ""as slow as possible"".  The latter is nicer from the code
    point of view but pretty useless, so disable rate limiting
    if a speed of zero is provided.
    
    Reviewed-by: Vladimir Sementsov-Ogievskiy <vsementsov@virtuozzo.com>
    Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>
    Signed-off-by: Emanuele Giuseppe Esposito <eesposit@redhat.com>
    Message-Id: <20210614081130.22134-2-eesposit@redhat.com>
    Signed-off-by: Vladimir Sementsov-Ogievskiy <vsementsov@virtuozzo.com>",720507ed95
0,"commit 7c4ab60f18f5257d37164df0ae0951ece4425b02
Author: Alex Bennée <alex.bennee@linaro.org>
Date:   Wed Jun 23 11:27:48 2021 +0100

    plugins/api: expose symbol lookup to plugins
    
    This is a quality of life helper for plugins so they don't need to
    re-implement symbol lookup when dumping an address. The strings are
    constant so don't need to be duplicated. One minor tweak is to return
    NULL instead of a zero length string to show lookup failed.
    
    Signed-off-by: Alex Bennée <alex.bennee@linaro.org>
    Signed-off-by: Mahmoud Mandour <ma.mandourr@gmail.com>
    Message-Id: <20210608040532.56449-2-ma.mandourr@gmail.com>
    Message-Id: <20210623102749.25686-8-alex.bennee@linaro.org>",7c4ab60f18
0,"commit bd80936a4f18075e0e407df180801a9743ce290c
Author: Paolo Bonzini <pbonzini@redhat.com>
Date:   Tue Jun 15 08:34:52 2021 +0200

    file-posix: handle EINTR during ioctl
    
    Similar to other handle_aiocb_* functions, handle_aiocb_ioctl needs to cater
    for the possibility that ioctl is interrupted by a signal.  Otherwise, the
    I/O is incorrectly reported as a failure to the guest.
    
    Reported-by: Gordon Watson <gwatson@redhat.com>
    Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>",bd80936a4f
0,"commit 24b36e9813ec15da7db62e3b3621730710c5f020
Author: Paolo Bonzini <pbonzini@redhat.com>
Date:   Thu Jun 3 10:34:23 2021 +0200

    block: add max_hw_transfer to BlockLimits
    
    For block host devices, I/O can happen through either the kernel file
    descriptor I/O system calls (preadv/pwritev, io_submit, io_uring)
    or the SCSI passthrough ioctl SG_IO.
    
    In the latter case, the size of each transfer can be limited by the
    HBA, while for file descriptor I/O the kernel is able to split and
    merge I/O in smaller pieces as needed.  Applying the HBA limits to
    file descriptor I/O results in more system calls and suboptimal
    performance, so this patch splits the max_transfer limit in two:
    max_transfer remains valid and is used in general, while max_hw_transfer
    is limited to the maximum hardware size.  max_hw_transfer can then be
    included by the scsi-generic driver in the block limits page, to ensure
    that the stricter hardware limit is used.
    
    Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>",24b36e9813
0,"commit b99f7fa08a3df8b8a6a907642e5851cdcf43fa9f
Author: Paolo Bonzini <pbonzini@redhat.com>
Date:   Wed Jun 16 15:13:49 2021 +0200

    block-backend: align max_transfer to request alignment
    
    Block device requests must be aligned to bs->bl.request_alignment.
    It makes sense for drivers to align bs->bl.max_transfer the same
    way; however when there is no specified limit, blk_get_max_transfer
    just returns INT_MAX.  Since the contract of the function does not
    specify that INT_MAX means ""no maximum"", just align the outcome
    of the function (whether INT_MAX or bs->bl.max_transfer) before
    returning it.
    
    Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>",b99f7fa08a
0,"commit 01ef8185b809af9d287e1a03a3f9d8ea8231118a
Author: Paolo Bonzini <pbonzini@redhat.com>
Date:   Wed Apr 14 19:51:48 2021 +0200

    scsi-generic: pass max_segments via max_iov field in BlockLimits
    
    I/O to a disk via read/write is not limited by the number of segments allowed
    by the host adapter; the kernel can split requests if needed, and the limit
    imposed by the host adapter can be very low (256k or so) to avoid that SG_IO
    returns EINVAL if memory is heavily fragmented.
    
    Since this value is only interesting for SG_IO-based I/O, do not include
    it in the max_transfer and only take it into account when patching the
    block limits VPD page in the scsi-generic device.
    
    Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>
    Reviewed-by: Max Reitz <mreitz@redhat.com>",01ef8185b8
0,"commit dcafa248277732863c8a472e4e5aa1cdd41228e8
Author: Peter Xu <peterx@redhat.com>
Date:   Tue Jun 8 21:43:55 2021 -0400

    KVM: Fix dirty ring mmap incorrect size due to renaming accident
    
    Found this when I wanted to try the per-vcpu dirty rate series out, then I
    found that it's not really working and it can quickly hang death a guest.  I
    found strange errors (e.g. guest crash after migration) happens even without
    the per-vcpu dirty rate series.
    
    When merging dirty ring, probably no one notice that the trivial renaming diff
    [1] missed two existing references of kvm_dirty_ring_sizes; they do matter
    since otherwise we'll mmap() a shorter range of memory after the renaming.
    
    I think it didn't SIGBUS for me easily simply because some other stuff within
    qemu mmap()ed right after the dirty rings (e.g. when testing 4096 slots, it
    aligned with one small page on x86), so when we access the rings we've been
    reading/writting to random memory elsewhere of qemu.
    
    Fix the two sizes when map/unmap the shared dirty gfn memory.
    
    [1] https://lore.kernel.org/qemu-devel/dac5f0c6-1bca-3daf-e5d2-6451dbbaca93@redhat.com/
    
    Cc: Hyman Huang <huangy81@chinatelecom.cn>
    Cc: Paolo Bonzini <pbonzini@redhat.com>
    Cc: Dr. David Alan Gilbert <dgilbert@redhat.com>
    Signed-off-by: Peter Xu <peterx@redhat.com>
    Message-Id: <20210609014355.217110-1-peterx@redhat.com>
    Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>",dcafa24827
0,"commit 4c1f23cfb84c386a8f4f5433f0fd98e0c85d057b
Author: Paolo Bonzini <pbonzini@redhat.com>
Date:   Wed Jun 16 17:36:55 2021 +0200

    tests: remove QCRYPTO_HAVE_TLS_TEST_SUPPORT
    
    meson.build already decides whether it is possible to build the TLS
    test suite.  There is no need to include that in the source as well.
    The dummy tests in fact are broken because they do not produce valid
    TAP output (empty output is rejected by scripts/tap-driver.pl).
    
    Cc: Daniel P. Berrangé <berrange@redhat.com>
    Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>",4c1f23cfb8
0,"commit 05d9d0359e6da7dc8255712d745d079a04fa5ae5
Author: Philippe Mathieu-Daudé <f4bug@amsat.org>
Date:   Sat May 22 20:16:15 2021 +0200

    target/mips: Do not abort on invalid instruction
    
    On real hardware an invalid instruction doesn't halt the world,
    but usually triggers a RESERVED INSTRUCTION exception.
    TCG guest code shouldn't abort QEMU anyway.
    
    Signed-off-by: Philippe Mathieu-Daudé <f4bug@amsat.org>
    Reviewed-by: Richard Henderson <richard.henderson@linaro.org>
    Message-Id: <20210617174323.2900831-2-f4bug@amsat.org>",05d9d0359e
0,"commit 6eb223104c4e5cdfeaf57cff20fb1ad54084393b
Author: Philippe Mathieu-Daudé <f4bug@amsat.org>
Date:   Thu Jun 17 18:03:34 2021 +0200

    target/mips: Fix more TCG temporary leaks in gen_pool32a5_nanomips_insn
    
    Fix multiple TCG temporary leaks in gen_pool32a5_nanomips_insn().
    
    Fixes: 3285a3e4445 (""target/mips: Add emulation of DSP ASE for nanoMIPS - part 1"")
    Signed-off-by: Philippe Mathieu-Daudé <f4bug@amsat.org>
    Reviewed-by: Richard Henderson <richard.henderson@linaro.org>
    Message-Id: <20210617174323.2900831-3-f4bug@amsat.org>",6eb223104c
0,"commit 96342d53a881a5686b1e4797aead1c025985772e
Author: Philippe Mathieu-Daudé <f4bug@amsat.org>
Date:   Sun May 30 11:36:29 2021 +0200

    target/mips: Fix TCG temporary leaks in gen_pool32a5_nanomips_insn()
    
    Fix a pair of TCG temporary leak when translating nanoMIPS SHILO opcode.
    
    Fixes: 3285a3e4445 (""target/mips: Add emulation of DSP ASE for nanoMIPS"")
    Signed-off-by: Philippe Mathieu-Daudé <f4bug@amsat.org>
    Reviewed-by: Richard Henderson <richard.henderson@linaro.org>
    Message-Id: <20210530094538.1275329-1-f4bug@amsat.org>",96342d53a8
0,"commit 2838b1d6356044eb240edd4e1b9b5ab5946c5b28
Author: Philippe Mathieu-Daudé <f4bug@amsat.org>
Date:   Wed May 5 23:38:36 2021 +0200

    target/mips: Fix potential integer overflow (CID 1452921)
    
    Use the BIT_ULL() macro to ensure we use 64-bit arithmetic.
    This fixes the following Coverity issue (OVERFLOW_BEFORE_WIDEN):
    
      CID 1452921:  Integer handling issues:
    
        Potentially overflowing expression ""1 << w"" with type ""int""
        (32 bits, signed) is evaluated using 32-bit arithmetic, and
        then used in a context that expects an expression of type
        ""uint64_t"" (64 bits, unsigned).
    
    Fixes: 074cfcb4dae (""target/mips: Implement hardware page table walker"")
    Signed-off-by: Philippe Mathieu-Daudé <f4bug@amsat.org>
    Reviewed-by: Richard Henderson <richard.henderson@linaro.org>
    Message-Id: <20210505215119.1517465-1-f4bug@amsat.org>",2838b1d635
0,"commit 79a412891f0cb6bbffd8fd9e13608066234e56c1
Author: Bin Meng <bin.meng@windriver.com>
Date:   Tue Jun 15 16:51:33 2021 +0800

    target/riscv: gdbstub: Fix dynamic CSR XML generation
    
    Since commit 605def6eeee5 (""target/riscv: Use the RISCVException enum for CSR operations"")
    the CSR predicate() function was changed to return RISCV_EXCP_NONE
    instead of 0 for a valid CSR, but it forgot to update the dynamic
    CSR XML generation codes in gdbstub.
    
    Fixes: 605def6eeee5 (""target/riscv: Use the RISCVException enum for CSR operations"")
    Reported-by: Xuzhou Cheng <xuzhou.cheng@windriver.com>
    Signed-off-by: Bin Meng <bin.meng@windriver.com>
    Tested-by: Xuzhou Cheng <xuzhou.cheng@windriver.com>
    Reviewed-by: Alistair Francis <alistair.francis@wdc.com>
    Message-id: 20210615085133.389887-1-bmeng.cn@gmail.com
    Signed-off-by: Alistair Francis <alistair.francis@wdc.com>",79a412891f
0,"commit d0ac9a61474cf594d19082bc8976247e984ea9a3
Merge: b22726abdf c32c3d68ed
Author: Peter Maydell <peter.maydell@linaro.org>
Date:   Thu Jun 24 09:31:26 2021 +0100

    Merge remote-tracking branch 'remotes/thuth-gitlab/tags/pull-request-2021-06-21' into staging
    
    * Documentation updates
    * Remove leading underscores from header guards
    * Display hexadecimal value with '0x' prefix
    
    # gpg: Signature made Mon 21 Jun 2021 11:33:53 BST
    # gpg:                using RSA key 27B88847EEE0250118F3EAB92ED9D774FE702DB5
    # gpg:                issuer ""thuth@redhat.com""
    # gpg: Good signature from ""Thomas Huth <th.huth@gmx.de>"" [full]
    # gpg:                 aka ""Thomas Huth <thuth@redhat.com>"" [full]
    # gpg:                 aka ""Thomas Huth <huth@tuxfamily.org>"" [full]
    # gpg:                 aka ""Thomas Huth <th.huth@posteo.de>"" [unknown]
    # Primary key fingerprint: 27B8 8847 EEE0 2501 18F3  EAB9 2ED9 D774 FE70 2DB5
    
    * remotes/thuth-gitlab/tags/pull-request-2021-06-21:
      MAINTAINERS: Add qtest/arm-cpu-features.c to ARM TCG CPUs section
      fuzz: Display hexadecimal value with '0x' prefix
      Remove leading underscores from QEMU defines
      Update documentation to refer to new location for issues
      docs/tools/virtiofsd: Fix bad rst syntax
      docs/tools/virtiofsd.rst: Do not hard-code the QEMU binary name
      docs/interop/live-block-operations: Do not hard-code the QEMU binary name
    
    Signed-off-by: Peter Maydell <peter.maydell@linaro.org>",d0ac9a6147
0,"commit 32a9a245d719a883eef2cbf07d2cf89efa0206d0
Author: Max Reitz <mreitz@redhat.com>
Date:   Mon May 3 02:54:18 2021 -0700

    block/snapshot: Clarify goto fallback behavior
    
    In the bdrv_snapshot_goto() fallback code, we work with a pointer to
    either bs->file or bs->backing.  We detach that child, close the node
    (with .bdrv_close()), apply the snapshot on the child node, and then
    re-open the node (with .bdrv_open()).
    
    In order for .bdrv_open() to attach the same child node that we had
    before, we pass ""file={child-node}"" or ""backing={child-node}"" to it.
    Therefore, when .bdrv_open() has returned success, we can assume that
    bs->file or bs->backing (respectively) points to our original child
    again.  This is verified by an assertion.
    
    All of this is not immediately clear from a quick glance at the code,
    so add a comment to the assertion what it is for, and why it is valid.
    It certainly confused Coverity.
    
    Reported-by: Coverity (CID 1452774)
    Signed-off-by: Max Reitz <mreitz@redhat.com>
    Message-Id: <20210503095418.31521-1-mreitz@redhat.com>
    [mreitz: s/close/detach/]
    Reviewed-by: Vladimir Sementsov-Ogievskiy <vsementsov@virtuozzo.com>",32a9a245d7
0,"commit eb1a35e47aff9bda70d74874241e7966f800f4e3
Author: Akihiko Odaki <akihiko.odaki@gmail.com>
Date:   Wed Jun 23 05:17:40 2021 +0900

    coreaudio: Lock only the buffer
    
    On macOS 11.3.1, Core Audio calls AudioDeviceIOProc after calling an
    internal function named HALB_Mutex::Lock(), which locks a mutex in
    HALB_IOThread::Entry(void*). HALB_Mutex::Lock() is also called in
    AudioObjectGetPropertyData, which is called by coreaudio driver.
    Therefore, a deadlock will occur if coreaudio driver calls
    AudioObjectGetPropertyData while holding a lock for a mutex and tries
    to lock the same mutex in AudioDeviceIOProc.
    
    audioDeviceIOProc, which implements AudioDeviceIOProc in coreaudio
    driver, requires an exclusive access for the device configuration and
    the buffer. Fortunately, a mutex is necessary only for the buffer in
    audioDeviceIOProc because a change for the device configuration occurs
    only before setting up AudioDeviceIOProc or after stopping the playback
    with AudioDeviceStop.
    
    With this change, the mutex owned by the driver will only be used for
    the buffer, and the device configuration change will be protected with
    the implicit iothread mutex.
    
    Signed-off-by: Akihiko Odaki <akihiko.odaki@gmail.com>
    Message-id: 20210622201740.38005-1-akihiko.odaki@gmail.com
    Message-Id: <20210622201740.38005-1-akihiko.odaki@gmail.com>
    Signed-off-by: Gerd Hoffmann <kraxel@redhat.com>",eb1a35e47a
0,"commit b733163e057a15b4b81f3f1d21908f3759315c78
Merge: 0add99ea3e 1c9638667b
Author: Peter Maydell <peter.maydell@linaro.org>
Date:   Tue Jun 22 10:39:16 2021 +0100

    Merge remote-tracking branch 'remotes/rth-gitlab/tags/pull-tcg-20210619-2' into staging
    
    TCI cleanup and re-encoding
    Fixes for #367 and #390.
    Move TCGCond to tcg/tcg-cond.h.
    Fix for win32 qemu_try_memalign.
    
    # gpg: Signature made Sun 20 Jun 2021 05:23:53 BST
    # gpg:                using RSA key 7A481E78868B4DB6A85A05C064DF38E8AF7E215F
    # gpg:                issuer ""richard.henderson@linaro.org""
    # gpg: Good signature from ""Richard Henderson <richard.henderson@linaro.org>"" [full]
    # Primary key fingerprint: 7A48 1E78 868B 4DB6 A85A  05C0 64DF 38E8 AF7E 215F
    
    * remotes/rth-gitlab/tags/pull-tcg-20210619-2: (33 commits)
      util/oslib-win32: Fix fatal assertion in qemu_try_memalign
      tcg: expose TCGCond manipulation routines
      tcg: Restart when exhausting the stack frame
      tcg: Allocate sufficient storage in temp_allocate_frame
      tcg/sparc: Fix temp_allocate_frame vs sparc stack bias
      accel/tcg: Probe the proper permissions for atomic ops
      tests/tcg: Increase timeout for TCI
      tcg/tci: Use {set,clear}_helper_retaddr
      tcg/tci: Remove the qemu_ld/st_type macros
      Revert ""tcg/tci: Use exec/cpu_ldst.h interfaces""
      tcg/tci: Split out tci_qemu_ld, tci_qemu_st
      tcg/tci: Implement add2, sub2
      tcg/tci: Implement mulu2, muls2
      tcg/tci: Implement clz, ctz, ctpop
      tcg/tci: Implement extract, sextract
      tcg/tci: Implement andc, orc, eqv, nand, nor
      tcg/tci: Implement movcond
      tcg/tci: Implement goto_ptr
      tcg/tci: Change encoding to uint32_t units
      tcg/tci: Remove tci_write_reg
      ...
    
    Signed-off-by: Peter Maydell <peter.maydell@linaro.org>",b733163e05
0,"commit 507b6a500c2f0f6cf6182aa69efac4c20eb3e97b
Author: Peter Maydell <peter.maydell@linaro.org>
Date:   Thu Jun 17 13:15:45 2021 +0100

    target/arm: Implement MVE VLDR/VSTR (non-widening forms)
    
    Implement the forms of the MVE VLDR and VSTR insns which perform
    non-widening loads of bytes, halfwords or words from memory into
    vector elements of the same width (encodings T5, T6, T7).
    
    (At the moment we know for MVE and M-profile in general that
    vfp_access_check() can never return false, but we include the
    conventional return-true-on-failure check for consistency
    with non-M-profile translation code.)
    
    Signed-off-by: Peter Maydell <peter.maydell@linaro.org>
    Reviewed-by: Richard Henderson <richard.henderson@linaro.org>
    Message-id: 20210617121628.20116-2-peter.maydell@linaro.org",507b6a500c
0,"commit e494cd0a1abce13a9a934c1cfdaaeabd389a77c7
Author: Peter Maydell <peter.maydell@linaro.org>
Date:   Fri Jun 18 15:10:16 2021 +0100

    target/arm: Handle writeback in VLDR/VSTR sysreg with no memory access
    
    A few subcases of VLDR/VSTR sysreg succeed but do not perform a
    memory access:
     * VSTR of VPR when unprivileged
     * VLDR to VPR when unprivileged
     * VLDR to FPCXT_NS when fpInactive
    
    In these cases, even though we don't do the memory access we should
    still update the base register and perform the stack limit check if
    the insn's addressing mode specifies writeback.  Our implementation
    failed to do this, because we handle these side-effects inside the
    memory_to_fp_sysreg() and fp_sysreg_to_memory() callback functions,
    which are only called if there's something to load or store.
    
    Fix this by adding an extra argument to the callbacks which is set to
    true to actually perform the access and false to only do side effects
    like writeback, and calling the callback with do_access = false
    for the three cases listed above.
    
    This produces slightly suboptimal code for the case of a write
    to FPCXT_NS when the FPU is inactive and the insn didn't have
    side effects (ie no writeback, or via VMSR), in which case we'll
    generate a conditional branch over an unconditional branch.
    But this doesn't seem to be important enough to merit requiring
    the callback to report back whether it generated any code or not.
    
    Cc: qemu-stable@nongnu.org
    Signed-off-by: Peter Maydell <peter.maydell@linaro.org>
    Reviewed-by: Richard Henderson <richard.henderson@linaro.org>
    Message-id: 20210618141019.10671-5-peter.maydell@linaro.org",e494cd0a1a
0,"commit 82faef92fb149b6bad699c3275473fda6fd486b6
Author: Peter Maydell <peter.maydell@linaro.org>
Date:   Thu Jun 3 18:12:57 2021 +0100

    hw/acpi: Provide stub version of acpi_ghes_record_errors()
    
    Generic code in target/arm wants to call acpi_ghes_record_errors();
    provide a stub version so that we don't fail to link when
    CONFIG_ACPI_APEI is not set. This requires us to add a new
    ghes-stub.c file to contain it and the meson.build mechanics
    to use it when appropriate.
    
    Signed-off-by: Peter Maydell <peter.maydell@linaro.org>
    Reviewed-by: Richard Henderson <richard.henderson@linaro.org>
    Reviewed-by: Dongjiu Geng <gengdongjiu1@gmail.com>
    Message-id: 20210603171259.27962-2-peter.maydell@linaro.org",82faef92fb
