label,content
0," target/arm: Implement secure function return Secure function return happens when a non-secure function has been&&&&called using BLXNS and so has a particular magic LR value (either&&&&0xfefffffe or 0xfeffffff). The function return via BX behaves&&&&specially when the new PC value is this magic value, in the same&&&&way that exception returns are handled.&&&&&&&&Adjust our BX excret guards so that they recognize the function&&&&return magic number as well, and perform the function-return&&&&unstacking in do_v7m_exception_exit().&&&&&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&&Acked-by: Philippe Mathieu-Daud茅 <f4bug@amsat.org>&&&&Reviewed-by: Richard Henderson <richard.henderson@linaro.org>&&&&Message-id: 1507556919-24992-5-git-send-email-peter.maydell@linaro.org&&&& "
0," nvic: Implement Security Attribution Unit registers Implement the register interface for the SAU: SAU_CTRL,&&&&SAU_TYPE, SAU_RNR, SAU_RBAR and SAU_RLAR. None of the&&&&actual behaviour is implemented here; registers just&&&&read back as written.&&&&&&&&When the CPU definition for Cortex-M33 is eventually&&&&added, its initfn will set cpu->sau_sregion, in the same&&&&way that we currently set cpu->pmsav7_dregion for the&&&&M3 and M4.&&&&&&&&Number of SAU regions is typically a configurable&&&&CPU parameter, but this patch doesn't provide a&&&&QEMU CPU property for it. We can easily add one when&&&&we have a board that requires it.&&&&&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&&Reviewed-by: Richard Henderson <richard.henderson@linaro.org>&&&&Message-id: 1506092407-26985-14-git-send-email-peter.maydell@linaro.org&&&& "
0," qemu-io: Add -C for opening with copy-on-read Make it easier to enable copy-on-read during iotests, by&&&&exposing a new bool option to main and open.&&&&&&&&Signed-off-by: Eric Blake <eblake@redhat.com>&&&&Reviewed-by: Jeff Cody <jcody@redhat.com>&&&&Reviewed-by: Kevin Wolf <kwolf@redhat.com>&&&&Reviewed-by: John Snow <jsnow@redhat.com>&&&&Reviewed-by: Stefan Hajnoczi <stefanha@redhat.com>&&&&Signed-off-by: Kevin Wolf <kwolf@redhat.com>&&&& "
0," target/arm: Restore security state on exception return Now that we can handle the CONTROL.SPSEL bit not necessarily being&&&&in sync with the current stack pointer, we can restore the correct&&&&security state on exception return. This happens before we start&&&&to read registers off the stack frame, but after we have taken&&&&possible usage faults for bad exception return magic values and&&&&updated CONTROL.SPSEL.&&&&&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&&Reviewed-by: Richard Henderson <richard.henderson@linaro.org>&&&&Message-id: 1506092407-26985-5-git-send-email-peter.maydell@linaro.org&&&& "
0," qemu-iotests: do not include common.rc in ""check"" It only provides functions used by the test programs.&&&&&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&&Reviewed-by: Eric Blake <eblake@redhat.com>&&&&Signed-off-by: Kevin Wolf <kwolf@redhat.com>&&&& "
0," nvic: Add banked exception states For the v8M security extension, some exceptions must be banked&&&&between security states. Add the new vecinfo array which holds&&&&the state for the banked exceptions and migrate it if the&&&&CPU the NVIC is attached to implements the security extension.&&&&&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&&Reviewed-by: Richard Henderson <richard.henderson@linaro.org>&&&& "
0, iothread: provide helpers for internal use IOThread is a general framework that contains IO loop environment and a&&&&real thread behind.  It's also good to be used internally inside qemu.&&&&Provide some helpers for it to create iothreads to be used internally.&&&&&&&&Put all the internal used iothreads into the internal object container.&&&&&&&&Reviewed-by: Fam Zheng <famz@redhat.com>&&&&Reviewed-by: Stefan Hajnoczi <stefanha@redhat.com>&&&&Signed-off-by: Peter Xu <peterx@redhat.com>&&&&Message-id: 20170928025958.1420-3-peterx@redhat.com&&&&Signed-off-by: Stefan Hajnoczi <stefanha@redhat.com>&&&& 
0," target/arm: Implement MSR/MRS access to NS banked registers In v8M the MSR and MRS instructions have extra register value&&&&encodings to allow secure code to access the non-secure banked&&&&version of various special registers.&&&&&&&&(We don't implement the MSPLIM_NS or PSPLIM_NS aliases, because&&&&we don't currently implement the stack limit registers at all.)&&&&&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&&Reviewed-by: Richard Henderson <richard.henderson@linaro.org>&&&&Message-id: 1505240046-11454-2-git-send-email-peter.maydell@linaro.org&&&& "
0, xlnx-ep108: Rename to ZCU102 The EP108 is a early access development board. Now that silicon is in&&&&production people have access to the ZCU102. Let's rename the internal&&&&QEMU files and variables to use the ZCU102.&&&&&&&&There is no functional change here as the EP108 is still a valid board&&&&option.&&&&&&&&Signed-off-by: Alistair Francis <alistair.francis@xilinx.com>&&&&Reviewed-by: Edgar E. Iglesias <edgar.iglesias@xilinx.com>&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&& 
0, target/arm: Make MMFAR banked for v8M Make the MMFAR register banked if v8M security extensions are&&&&enabled.&&&&&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&&Reviewed-by: Richard Henderson <richard.henderson@linaro.org>&&&&Message-id: 1503414539-28762-18-git-send-email-peter.maydell@linaro.org&&&& 
0," hw/ppc: clear pending_events on machine reset The sPAPR machine isn't clearing up the pending events QTAILQ on&&&&machine reboot. This allows for unprocessed hotplug/epow events&&&&to persist in the queue after reset and, when reasserting the IRQs in&&&&check_exception later on, these will be being processed by the OS.&&&&&&&&This patch implements a new function called 'spapr_clear_pending_events'&&&&that clears up the pending_events QTAILQ. This helper is then called&&&&inside ppc_spapr_reset to clear up the events queue, preventing&&&&old/deprecated events from persisting after a reset.&&&&&&&&Signed-off-by: Daniel Henrique Barboza <danielhb@linux.vnet.ibm.com>&&&&Signed-off-by: David Gibson <david@gibson.dropbear.id.au>&&&& "
0, target/arm: Make PRIMASK register banked for v8M Make the PRIMASK register banked if v8M security extensions are enabled.&&&&&&&&Note that we do not yet implement the functionality of the new&&&&AIRCR.PRIS bit (which allows the effect of the NS copy of PRIMASK to&&&&be restricted).&&&&&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&&Reviewed-by: Richard Henderson <richard.henderson@linaro.org>&&&&Message-id: 1503414539-28762-8-git-send-email-peter.maydell@linaro.org&&&& 
0, block: tidy ThrottleGroupMember initializations Move the CoMutex and CoQueue inits inside throttle_group_register_tgm()&&&&which is called whenever a ThrottleGroupMember is initialized. There's&&&&no need for them to be separate.&&&&&&&&Reviewed-by: Alberto Garcia <berto@igalia.com>&&&&Reviewed-by: Stefan Hajnoczi <stefanha@redhat.com>&&&&Signed-off-by: Manos Pitsidianakis <el13635@mail.ntua.gr>&&&&Signed-off-by: Kevin Wolf <kwolf@redhat.com>&&&& 
0," hmp: Use qapi_enum_parse() in hmp_migrate_set_parameter() The error message on invalid parameter name changes from&&&&&&&&    Invalid parameter ""NAME""&&&&&&&&to&&&&&&&&    invalid parameter value: NAME&&&&&&&&Slight degratation, perhaps.&&&&&&&&Signed-off-by: Marc-Andr茅 Lureau <marcandre.lureau@redhat.com>&&&&Message-Id: <20170822132255.23945-10-marcandre.lureau@redhat.com>&&&&Reviewed-by: Markus Armbruster <armbru@redhat.com>&&&&[Rebased, assertion added, commit message rewritten]&&&&Cc: ""Dr. David Alan Gilbert"" <dgilbert@redhat.com>&&&&Signed-off-by: Markus Armbruster <armbru@redhat.com>&&&&Message-Id: <1503564371-26090-7-git-send-email-armbru@redhat.com>&&&& "
0, vhost: use QEMU_ALIGN_DOWN I used the clang-tidy qemu-round check to generate the fix:&&&&https://github.com/elmarco/clang-tools-extra&&&&&&&&Signed-off-by: Marc-Andr茅 Lureau <marcandre.lureau@redhat.com>&&&&Reviewed-by: Michael S. Tsirkin <mst@redhat.com>&&&&Reviewed-by: Richard Henderson <rth@twiddle.net>&&&& 
0, thunk: assert nb_fields is valid thunk.c:91:32: warning: Call to 'malloc' has an allocation size of 0 bytes&&&&        se->field_offsets[i] = malloc(nb_fields * sizeof(int));&&&&                               ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~&&&&&&&&Reported-by: Clang Static Analyzer&&&&Signed-off-by: Philippe Mathieu-Daud茅 <f4bug@amsat.org>&&&&Signed-off-by: Michael Tokarev <mjt@tls.msk.ru>&&&& 
0," target/s390x: simplify gs_allowed() No need for kvm_enabled() as this function is only called from KVM and&&&&there is no reason why it shouldn't be allowed for tcg. It is simply not&&&&available under tcg.&&&&&&&&Also, there is no need to check for the machine type anymore. Just like&&&&ri_enabled(), we can directly use the stored flag, which results in&&&&""true"" for the ""none"" machine.&&&&&&&&Signed-off-by: David Hildenbrand <david@redhat.com>&&&&Message-Id: <20170818114353.13455-5-david@redhat.com>&&&&Reviewed-by: Thomas Huth <thuth@redhat.com>&&&&Signed-off-by: Cornelia Huck <cohuck@redhat.com>&&&& "
0," tests: add missing dependency to build QTEST_QEMU_BINARY This allow a one liner from fresh repository clone, i.e.:&&&&&&&&  ./configure && make -j check-qtest-aarch64&&&&&&&&Signed-off-by: Philippe Mathieu-Daud茅 <f4bug@amsat.org>&&&&Reviewed-by: Alex Benn茅e <alex.bennee@linaro.org>&&&&Reviewed-by: Stefan Hajnoczi <stefanha@redhat.com>&&&&Reviewed-by: John Snow <jsnow@redhat.com>&&&&Signed-off-by: Michael Tokarev <mjt@tls.msk.ru>&&&& "
0, virtion-net: Prefer is_power_of_2() We have a function that checks if given number is power of two.&&&&We should prefer it instead of expanding the check on our own.&&&&&&&&Signed-off-by: Michal Privoznik <mprivozn@redhat.com>&&&&Signed-off-by: Jason Wang <jasowang@redhat.com>&&&& 
0," migration/rdma: Allow cancelling while waiting for wrid When waiting for a WRID, if the other side dies we end up waiting&&&&for ever with no way to cancel the migration.&&&&Cure this by poll()ing the fd first with a timeout and checking&&&&error flags and migration state.&&&&&&&&Signed-off-by: Dr. David Alan Gilbert <dgilbert@redhat.com>&&&&Reviewed-by: Peter Xu <peterx@redhat.com>&&&&Message-Id: <20170717110936.23314-5-dgilbert@redhat.com>&&&&Signed-off-by: Juan Quintela <quintela@redhat.com>&&&& "
0," s390x/sclp: properly guard pci-specific functions If we do not provide zpci, pci reconfiguration via sclp is not available&&&&either. I/O adapter configuration, however, should always be present.&&&&&&&&Rename the values that refer to I/O adapter configuration (instead of only&&&&pci) to make things clearer.&&&&&&&&Move length checking of the sccb for I/O adapter configuration into the&&&&common sclp code (out of the pci code). This also fixes an issue that&&&&the pci code would refer to a field in the sccb before checking whether&&&&it was actually long enough.&&&&&&&&Check for the adapter type in the sccb and return unrecognized adapter&&&&type if the guest tries to issue I/O adapter configure/deconfigure for&&&&a type other than pci or for pci if the zpci facility is not provided.&&&&&&&&Reviewed-by: Pierre Morel <pmorel@linux.vnet.ibm.com>&&&&Reviewed-by: Halil Pasic <pasic@linux.vnet.ibm.com>&&&&Acked-by: Christian Borntraeger <borntraeger@de.ibm.com>&&&&Signed-off-by: Cornelia Huck <cohuck@redhat.com>&&&& "
0," pseries: Allow HPT resizing with KVM So far, qemu implements the PAPR Hash Page Table (HPT) resizing extension&&&&with TCG.  The same implementation will work with KVM PR, but we don't&&&&currently allow that.  For KVM HV we can only implement resizing with the&&&&assistance of the host kernel, which needs a new capability and ioctl()s.&&&&&&&&This patch adds support for testing the new KVM capability and implementing&&&&the resize in terms of KVM facilities when necessary.  If we're running on&&&&a kernel which doesn't have the new capability flag at all, we fall back to&&&&testing for PR vs. HV KVM using the same hack that we already use in a&&&&number of places for older kernels.&&&&&&&&Signed-off-by: David Gibson <david@gibson.dropbear.id.au>&&&& "
0," s390x/cpumodel: add zpci, aen and ais facilities zPCI instructions and facilities are available since IBM zEnterprise&&&&EC12. To support z/PCI in QEMU we enable zpci, aen and ais facilities&&&&starting with zEC12 GA1. And we always set zpci and aen bits in max cpu&&&&model. Later they might be switched off due to applied real cpu model.&&&&For ais bit, we only provide it in the full cpu model beginning with&&&&zEC12 and defer its enablement in the default cpu model to a later point&&&&in time. At the same time, disable them for 2.9 and older machines.&&&&&&&&Because of introducing AIS facility, we could check if it's enabled to&&&&initialize flic->ais_supported with the real value.&&&&&&&&Signed-off-by: Yi Min Zhao <zyimin@linux.vnet.ibm.com>&&&&Signed-off-by: Christian Borntraeger <borntraeger@de.ibm.com>&&&&Reviewed-by: Cornelia Huck <cohuck@redhat.com>&&&& "
0," translate-all: remove redundant !tcg_enabled check in dump_exec_info This check is redundant because it is already performed by the only&&&&caller of dump_exec_info -- the caller was updated by b7da97eef&&&&(""monitor: Check whether TCG is enabled before running the ""info jit""&&&&code"").&&&&&&&&Checking twice wouldn't necessarily be too bad, but here the check also&&&&returns with tb_lock held. So we can either do the check before tb_lock is&&&&acquired, or just get rid of it. Given that it is redundant, I am going&&&&for the latter option.&&&&&&&&Signed-off-by: Emilio G. Cota <cota@braap.org>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& "
0," nbd: Expose and debug more NBD constants The NBD protocol has several constants defined in various extensions&&&&that we are about to implement.  Expose them to the code, along with&&&&an easy way to map various constants to strings during diagnostic&&&&messages.&&&&&&&&Signed-off-by: Eric Blake <eblake@redhat.com>&&&&Message-Id: <20170707203049.534-4-eblake@redhat.com>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& "
0," s390x/flic: introduce modify_ais_mode callback In order to emulate the adapter interruption suppression (AIS)&&&&facility properly, the guest needs to be able to modify the AIS mask.&&&&Interrupt suppression will be handled via the flic (for kvm, via a&&&&recently introduced kernel backend; for !kvm, in the flic code), so&&&&let's introduce a method to change the mode via the flic interface.&&&&&&&&We introduce the 'simm' and 'nimm' fields to QEMUS390FLICState&&&&to store interruption modes for each ISC. Each bit in 'simm' and&&&&'nimm' targets one ISC, and collaboratively indicate three modes:&&&&ALL-Interruptions, SINGLE-Interruption and NO-Interruptions. This&&&&interface can initiate most transitions between the states; transition&&&&from SINGLE-Interruption to NO-Interruptions via adapter interrupt&&&&injection will be introduced in a following patch. The meaningful&&&&combinations are as follows:&&&&&&&&    interruption mode | simm bit | nimm bit&&&&    ------------------|----------|----------&&&&             ALL      |    0     |     0&&&&           SINGLE     |    1     |     0&&&&             NO       |    1     |     1&&&&&&&&Co-authored-by: Yi Min Zhao <zyimin@linux.vnet.ibm.com>&&&&Signed-off-by: Yi Min Zhao <zyimin@linux.vnet.ibm.com>&&&&Signed-off-by: Fei Li <sherrylf@linux.vnet.ibm.com>&&&&Signed-off-by: Christian Borntraeger <borntraeger@de.ibm.com>&&&& "
0," target-m68k: initialize FPU registers on reset, set FP registers to NaN and control registers to 0&&&&&&&&Signed-off-by: Laurent Vivier <laurent@vivier.eu>&&&&Reviewed-by: Richard Henderson <rth@twiddle.net>&&&&Message-Id: <20170620205121.26515-3-laurent@vivier.eu>&&&& "
0, target/s390x: Indicate and check for local tlb clearing Let's allow to enable it for the qemu cpu model and correctly emulate&&&&it.&&&&&&&&Signed-off-by: David Hildenbrand <david@redhat.com>&&&&Message-Id: <20170622094151.28633-2-david@redhat.com>&&&&Signed-off-by: Richard Henderson <rth@twiddle.net>&&&& 
0," tests/test-char.c: Don't use main_loop_wait()'s return value In QEMU's main_loop() we used to check whether we should do&&&&a nonblocking call to main_loop(); this was deleted in commit e330c118f2a5,&&&&because now that vCPUs always drop the I/O thread lock it is an unnecessary&&&&optimization.&&&&&&&&The loop in test-char.c copied the old QEMU main_loop() code, but&&&&here the nonblocking check has never been necessary because this&&&&standalone test case doesn't hold the I/O lock anyway. Remove it,&&&&so we can drop the main_loop_wait() return value.&&&&&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&&Message-Id: <1498584769-12439-2-git-send-email-peter.maydell@linaro.org>&&&&Reviewed-by: Marc-Andr茅 Lureau <marcandre.lureau@redhat.com>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& "
0, block: protect modification of dirty bitmaps with a mutex Reviewed-by: Stefan Hajnoczi <stefanha@redhat.com>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&&Message-Id: <20170605123908.18777-17-pbonzini@redhat.com>&&&&Signed-off-by: Fam Zheng <famz@redhat.com>&&&& 
0," Move CONFIG_KVM related definitions to kvm_i386.h pc.h and sysemu/kvm.h are also included from common code (where&&&&CONFIG_KVM is not available), so the #defines that depend on CONFIG_KVM&&&&should not be declared here to avoid that anybody is using them in a&&&&wrong way. Since we're also going to poison CONFIG_KVM for common code,&&&&let's move them to kvm_i386.h instead. Most of the dummy definitions&&&&from sysemu/kvm.h are also unused since the code that uses them is&&&&only compiled for CONFIG_KVM (e.g. target/i386/kvm.c), so the unused&&&&defines are also simply dropped here instead of being moved.&&&&&&&&Signed-off-by: Thomas Huth <thuth@redhat.com>&&&&Message-Id: <1498454578-18709-3-git-send-email-thuth@redhat.com>&&&&Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>&&&& "
0," numa: remove node_cpu bitmaps as they are no longer used Postfactum ""CPU(s) present in multiple NUMA nodes"" check&&&&was the last user of node_cpu bitmaps, but it's not need&&&&as machine_set_cpu_numa_node() does the similar check at&&&&the time mapping is set for cpus (i.e. when -numa cpus=&&&&is parsed) and ensures that cpu can be mapped only to&&&&one node.&&&&&&&&Remove duplicate check based on node_cpu bitmaps and&&&&since the last user is gone remove node_cpu as well,&&&&which completes internal transition from legacy bitmap&&&&based mapping storage to possible_cpus storage.&&&&&&&&Signed-off-by: Igor Mammedov <imammedo@redhat.com>&&&&Reviewed-by: David Gibson <david@gibson.dropbear.id.au>&&&&Reviewed-by: Andrew Jones <drjones@redhat.com>&&&&Message-Id: <1494415802-227633-17-git-send-email-imammedo@redhat.com>&&&&Signed-off-by: Eduardo Habkost <ehabkost@redhat.com>&&&& "
0," numa: add check that board supports cpu_index to node mapping Default node mapping initialization already checks that board&&&&supports cpu_index to node mapping and refuses to start if&&&&it's not supported. Do the same for explicitly provided&&&&mapping ""-numa node,cpus=...""&&&&&&&&Signed-off-by: Igor Mammedov <imammedo@redhat.com>&&&&Reviewed-by: Andrew Jones <drjones@redhat.com>&&&&Reviewed-by: David Gibson <david@gibson.dropbear.id.au>&&&&Message-Id: <1494415802-227633-6-git-send-email-imammedo@redhat.com>&&&&Signed-off-by: Eduardo Habkost <ehabkost@redhat.com>&&&& "
0, hw/timer/exynos4210_mct: Fix checkpatch style errors Fix checkpatch errors:&&&&1. ERROR: spaces required around that '+' (ctx:VxV)&&&&2. ERROR: spaces required around that '&' (ctx:VxV)&&&&&&&&No functional changes.&&&&&&&&Signed-off-by: Krzysztof Kozlowski <krzk@kernel.org>&&&&Reviewed-by: Peter Maydell <peter.maydell@linaro.org>&&&&Reviewed-by: Philippe Mathieu-Daud茅 <f4bug@amsat.org>&&&&Signed-off-by: Peter Maydell <peter.maydell@linaro.org>&&&& 
