content,label
" avformat/hlsenc: copy codec_tag when stream copy when use fmp4 segment type in hls and use codec copy,&&&&there have an error message.&&&&error message:&&&&   [mp4 @ 0x25df020] Tag avc1 incompatible with output codec id '28' ([33][0][0][0])&&&&   [hls @ 0x2615c80] Some of the provided format options in '(null)' are not recognized&&&&   Could not write header for output file #0 (incorrect codec parameters ?): Invalid argument&&&&this patch can fix it.&&&&&&&&Signed-off-by: Liu Qi <w_liuqi@kingsoft.com>&&&&Signed-off-by: Steven Liu <lq@onvideo.cn>&&&& ",0
 checkasm: add missing checks to float_dsp's butterflies_float test  ,0
 avcodec/x86/mpegenc: check IDCT permutation type is a valid value  ,0
 Convert all AVClass struct declarations to designated initializers.  ,0
 checkasm/aarch64: fix tests returning a float Avoids overriding the v0 register (which containins the result of the&&&&tested function) in checkasm_call_checked.&&&& ,0
" Interplay MVE: Implement frame format 0x06 This implements the 0x06 frame format for Interplay MVE movies. The&&&&format is relatively simple. The video data consists of two parts:&&&&&&&&16 bits per 8x8 block movement data&&&&a number of 8x8 blocks of pixel data&&&&&&&&For each 8x8 block of pixel data the movement data is consulted. There&&&&are 3 possible meanings of the movement data:&&&&* zero     : copy the 8x8 block from the pixel data&&&&* negative : copy the 8x8 block from the previous frame from an offset&&&&             determined by the actual value of the entry -0xC000.&&&&* positive : copy the 8x8 block from the current frame from an offset&&&&             determined by the actual value of the entry -0x4000&&&&&&&&Decoding happens in two passes, in the fist pass only new pixeldata is&&&&copied, during the second pass data is copied from the previous and&&&&current frames.&&&&&&&&The codec expects that the current frame being decoded to still has the&&&&data from 2 frames ago on it when decoding starts.&&&&&&&&Signed-off-by: Hein-Pieter van Braam <hp@tmm.cx>&&&& ",0
" dxva: preparations for new hwaccel API The actual hwaccel code will need to access an internal context instead&&&&of avctx->hwaccel_context, so add a new DXVA_CONTEXT() macro, that will&&&&dispatch between the ""old"" external and the new internal context.&&&&&&&&Also, the new API requires a new D3D11 pixfmt, so all places which check&&&&for the pixfmt need to be adjusted. Introduce a ff_dxva2_is_d3d11()&&&&function, which does the check.&&&&&&&&Signed-off-by: Diego Biurrun <diego@biurrun.de>&&&& ",0
 avcodec/jpeg2000dec: Check tile offsets more completely Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,0
" img2dec: add support for piped SVG demuxing Only checks the extension and MIME type, since determining whether&&&&a file is SVG is difficult since they're just XML files.&&&&&&&&Signed-off-by: Rostislav Pehlivanov <atomnuker@gmail.com>&&&& ",0
 flv: Validate the packet size Size can be negative at that point.&&&&&&&&Bug-Id: 1041&&&&CC: libav-stable@libav.org&&&& ,0
" fate/exr : add test for negative float value the tested sample contain negative value in the red channel&&&&need to be clip to zero, and not set to MAX_RED&&&&&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
 fate/checkasm: use LOCAL_ALINGED_32 on hevc_add_res tests  ,0
 checkasm: add fixed_dsp tests Tested-by: Michael Niedermayer <michael@niedermayer.cc>&&&&Signed-off-by: James Almer <jamrial@gmail.com>&&&& ,0
 golomb: Simplify get_ur_golomb_jpegls The loop always consumes the bit read and the new bitstream reader&&&&can read 0 bits just fine.&&&& ,0
 rtsp: Move the pollfd setup out of the for loop  ,0
" lavc: Add hwaccel_flags field to AVCodecContext This ""reuses"" the flags introduced for the av_vdpau_bind_context() API&&&&function, and makes them available to all hwaccels. This does not affect&&&&the current vdpau API, as av_vdpau_bind_context() should obviously&&&&override the AVCodecContext.hwaccel_flags flags for the sake of&&&&compatibility.&&&&&&&&Cherry-picked from Libav commit 16a163b5.&&&&&&&&Reviewed-by: Mark Thompson <sw@jkqxz.net>&&&& ",0
" avcodec: consider an error during decoder draining as EOF There is no reason that draining couldn't return an error or two. But&&&&some decoders don't handle this very well, and might always return an&&&&error. This can lead to API users getting into an infinite loop and&&&&burning CPU, because no progress is made and EOF is never returned.&&&&&&&&In fact, ffmpeg.c contains a hack against such a case. It is made&&&&unnecessary with this commit, and removed with the next one. (This&&&&particular error case seems to have been fixed since the hack was&&&&added, though.)&&&&&&&&This might lose frames if decoding returns errors during draining.&&&& ",0
 swscale/swscale: Fix dereference of stride array before null check Fixes: CID1396263&&&&Fixes: CID1396271&&&&&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,0
 build: Add name parameter to check_lib() helper function This allows enabling or disabling the library-related variables from&&&&within the function instead of doing it manually outside of it.&&&& ,0
 mov: Fix identity matrix boolean logic This prevented the code from correctly exporting the rotation matrix&&&&which caused a few samples to be displayed wrong.&&&&Introduced in ecd2ec69ce10e13f6ede353d2def7c.&&&&&&&&Signed-off-by: Vittorio Giovara <vittorio.giovara@gmail.com>&&&& ,0
" avformat/ac3dec: Fix to prevent runaway ac3 detection by looking at the actual frame rather than the first detected frame. When detecting a swapped AC3 marker the data of the frame is swapped. However, in subsequent frames the data swapped is taken from the first frame rather than the current frame.&&&&&&&&Signed-off-by: Marijn Meijles <marijn@bitpit.net>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
 avcodec/movtextdec: Add error message for tsmb_size check Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,0
" tests/ffserver.regression.ref: Update ffserver checksums They have changed due to 122190392b297b7cd9783641d880df887fd80d07&&&&&&&&Reviewed-by: ""Reynaldo H. Verdejo Pinochet"" <reynaldo@osg.samsung.com>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
 checkasm: Read the unsigned value as it should Reading a value larger than int using atoi() may give the wrong result.&&&& ,0
" af_hdcd: check return value of av_frame_copy_props() Anton Khirnov:&&&&""[av_frame_copy_props()] potentially contains memory allocation,&&&&so the return value needs to be checked.""&&&&&&&&Signed-off-by: Burt P <pburt0@gmail.com>&&&& ",0
 tiffenc: Check av_pix_fmt_desc_get() return value  ,0
 avconv: buffer the packets written while the muxer is not initialized  ,0
" diracdec: fix maximum quantization index checks Found by Coverity, fixes CID1363961 and CID1363962&&&&&&&&Signed-off-by: Rostislav Pehlivanov <atomnuker@gmail.com>&&&& ",0
 vf_scale_vaapi: Crop input surface to active region If the input has been decoded from a stream which uses edge cropping&&&&then the whole surface need not be valid.  This defines an input&&&&region for the scaler so we only use the active area of the frame.&&&& ,0
 lavc/get_bits: add a logging context to check_marker() Based on d338abb664febbc2c7266af7818aab1f12dbc161&&&& ,0
 ffmpeg_dxva2: add a profile check for hevc  ,0
" fate/source-check.sh: Use ""git show"" instead of git --version to test for git This fixes fate with non git source trees&&&&&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
 avformat/dsfdec: check if number of channels is <= 0 Fixes FPE bellow.&&&&&&&&Signed-off-by: Paul B Mahol <onemda@gmail.com>&&&& ,0
 avfilter/vf_zoompan: Initialize ret Silences: CID1351394&&&&&&&&Reviewed-by: Paul B Mahol <onemda@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,0
" all: move ff_exp10, ff_exp10f, ff_fast_powf to lavu/ffmath.h The idea is to use ffmath.h for internal implementations of math functions.&&&&Currently, it is used for variants of libm functions, but is by no means&&&&limited to such things.&&&&&&&&Note that this is not exported; use lavu/mathematics for such purposes.&&&&&&&&Reviewed-by: Ronald S. Bultje <rsbultje@gmail.com>&&&&Signed-off-by: Ganesh Ajjanagadde <gajjanag@gmail.com>&&&& ",0
 checkasm: add fmtconvert tests  ,0
 avcodec/mpegvideo_enc: Clip bits_per_raw_sample within valid range Fixes out of array read&&&&Fixes: test_case-mdc.264 (b47be15a120979f5a1a945c938cbef33)&&&&&&&&Found-by: Tyson Smith <twsmith@mozilla.com>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,0
 avfilter/af_stereotools: check s->length size Signed-off-by: Paul B Mahol <onemda@gmail.com>&&&& ,0
" avcodec/aacenc: Fix NAN check All MDCT outputs must be checked in case of 128point MDCTs&&&&Fixes: out of array read&&&&Fixes: 04442da73d935b776d2236282588d4f9/signal_sigsegv_2625a69_351_52ca6226eb83547a2d26e322ce84ed84.mov&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
" g723_1: Handle values at the ends of the table in lsp2lpc() Fixes out of array reads.&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&&Signed-off-by: Vittorio Giovara <vittorio.giovara@gmail.com>&&&& ",0
" lavf: allow custom IO for all files Some (de)muxers open additional files beyond the main IO context.&&&&Currently, they call avio_open() directly, which prevents the caller&&&&from using custom IO for such streams.&&&&&&&&This commit adds callbacks to AVFormatContext that default to&&&&avio_open2()/avio_close(), but can be overridden by the caller. All&&&&muxers and demuxers using AVIO are switched to using those callbacks&&&&instead of calling avio_open()/avio_close() directly.&&&&&&&&(de)muxers that use the URLProtocol layer directly instead of AVIO&&&&remain unconverted for now. This should be fixed in later commits.&&&& ",0
 avcodec/aacsbr: Replace a noise_facs_q check by an av_assert0 The replaced check should have become redundant&&&&&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,0
" avcodec/hevc: Check entry_point_offsets Fixes out of array read&&&&Fixes: 007c4a36608ebdf27ee260ad60a81184/asan_heap-oob_32076b4_2243_116b1cb29d91cc4974d6680e3d10bd91.bit&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
" avcodec/mpegaudio_tablegen: more dynamic table creation speedups This further speeds up runtime initialization, with identical generated tables.&&&&&&&&Sample benchmark (x86-64, Haswell, GNU/Linux):&&&&&&&&old:&&&&34441423 decicycles in mpegaudio_tableinit,    8192 runs,      0 skips&&&&&&&&new:&&&&10776291 decicycles in mpegaudio_tableinit,    8192 runs,      0 skips&&&&&&&&Most low hanging fruit is taken care of here. For some idea, note that&&&&83,064 array elements totalling 233,722 bytes need to be initialized.&&&&Thus, with this patch, we average ~ 12.9 cycles per element or ~ 4.6&&&&cycles per byte.&&&&&&&&Reviewed-by: Derek Buitenhuis <derek.buitenhuis@gmail.com>&&&&Signed-off-by: Ganesh Ajjanagadde <gajjanagadde@gmail.com>&&&& ",0
" aviflter/vf_waveform: speed up non-color filters Remove loops, output is also more interesting.&&&&&&&&Signed-off-by: Paul B Mahol <onemda@gmail.com>&&&& ",0
 lavfi/vf_select: remove looping on request_frame().  ,0
 avfilter/showcqt: remove yuv offset this makes draw_bar faster&&&&slightly different result with old version&&&&&&&&check result (with ~3 minutes audio file):&&&&old:&&&&    real    0m49.611s&&&&    user    0m49.260s&&&&    sys     0m0.073s&&&&new:&&&&    real    0m47.606s&&&&    user    0m47.378s&&&&    sys     0m0.068s&&&&PSNR between old and new:&&&&yuv444p PSNR&&&&    y:109.519298 u:107.506485 v:104.746878&&&&    average:106.816074 min:99.167305 max:inf&&&&yuv422p PSNR&&&&    y:109.519298 u:108.025801 v:104.489734&&&&    average:107.279817 min:98.007467 max:inf&&&&yuv420p PSNR&&&&    y:109.519298 u:108.363875 v:105.290200&&&&    average:108.261511 min:97.461812 max:inf&&&&&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,0
 lavfi/vf_fps: remove looping on request_frame().  ,0
" aacenc_tns: rework TNS descision logic Changes:&&&& - strongly prefer dual filters to a single filter&&&& - less strict about using 2 filters w.r.t. energy&&&& - scrap the usage of threshold and spread, useless&&&& - use odd-shaped windows to set the filter direction&&&& - use 4 bits instead of 3 bits for short windows&&&& - simplify and reduce the main loop to a single level&&&& - add stricter regulations for short windows&&&&&&&&All of this now makes the TNS implementation operate&&&&as good as it can and it definitely shows. The frequency&&&&thresholds are now even better defined by looking at&&&&the spectrals and the overall sound has been improved at&&&&the price of just a few bits that are well worth it.&&&& ",0
" dnxhddec: initialize with mb-aligned dimensions The coded size is a multiple of the macroblock size, which is 16.&&&&&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
 lavc: Simplify checking quant bias option  ,0
 checkasm/Makefile: add missing testclean target Reviewed-by: Henrik Gramner <henrik@gramner.com>&&&&Signed-off-by: James Almer <jamrial@gmail.com>&&&& ,0
" avcodec/x86/mpegaudiodsp: silence -Wunused-variable on --disable-mmx This silences -Wunused-variable when compiled with --disable-mmx, e.g&&&&http://fate.ffmpeg.org/log.cgi?time=20150919094617&log=compile&slot=x86_64-archlinux-gcc-disable-mmx.&&&&The alternative of header guards will make it far too ugly.&&&&&&&&Signed-off-by: Ganesh Ajjanagadde <gajjanagadde@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
" checkasm: add VP9 loopfilter tests. The randomize_buffer() implementation assures that ""most of the time"",&&&&we'll do a good mix of wide16/wide8/hev/regular/no filters for complete&&&&code coverage. However, this is not mathematically assured because that&&&&would make the code either much more complex, or much less random.&&&& ",0
" avcodec/x86/hpeldsp_rnd_template: silence -Wunused-function on --disable-mmx This silences some of the -Wunused-function warnings when compiled with --disable-mmx, e.g&&&&http://fate.ffmpeg.org/log.cgi?time=20150919094617&log=compile&slot=x86_64-archlinux-gcc-disable-mmx.&&&&Header guards are too brittle and ugly for this case.&&&&&&&&Signed-off-by: Ganesh Ajjanagadde <gajjanagadde@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
 checkasm: add flacdsp decorrelate tests Reviewed-by: Henrik Gramner <henrik@gramner.com>&&&&Signed-off-by: James Almer <jamrial@gmail.com>&&&& ,0
 ADPCM: Bump THP channel limit to 14 Reviewed-by: Paul B Mahol <onemda@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,0
" avcodec/jpeg2000dec: Assert that step_x/y are valid Fixes CID1322304, CID1322305&&&&&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
 avformat/hlsenc: Initialize vtt_oc to help static analyzers This is also more robust in case it ever is used&&&&&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,0
" avcodec/gsmdec_template: avoid undefined negative left shifts Fixes: unknown_unknown_338_824_cov_1045285351_sample-gsm-8000.mov&&&&&&&&Found-by: Mateusz ""j00ru"" Jurczyk and Gynvael Coldwind&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
 lavf/mpegenc: provide better feedback in case of invalid media type  ,0
 api-seek-test: first version Works only with video stream.&&&&First pass without seeking -- counts crcs of a frames and store it in an array.&&&&After that it seeks a lot in different places and checks if crcs of these frames and crcs of frames in array are the same.&&&&&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,0
" avcodec/x86/hpeldsp_rnd_template: silence -Wunused-function on --disable-mmx This silences some of the -Wunused-function warnings when compiled with --disable-mmx, e.g&&&&http://fate.ffmpeg.org/log.cgi?time=20150919094617&log=compile&slot=x86_64-archlinux-gcc-disable-mmx.&&&&Header guards are too brittle and ugly for this case.&&&&&&&&Signed-off-by: Ganesh Ajjanagadde <gajjanagadde@gmail.com>&&&&Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ",0
 checkasm: Explicitly declare function prototypes Now we no longer have to rely on function pointers intentionally&&&&declared without specified argument types.&&&&&&&&This makes it easier to support functions with floating point parameters&&&&or return values as well as functions returning 64-bit values on 32-bit&&&&architectures. It also avoids having to explicitly cast strides to&&&&ptrdiff_t for example.&&&&&&&&Signed-off-by: Anton Khirnov <anton@khirnov.net>&&&& ,0
 configure: check for erf() and copysign() They are not available on some compilers.&&&&&&&&Reviewed-by: Michael Niedermayer <michaelni@gmx.at>&&&&Signed-off-by: James Almer <jamrial@gmail.com>&&&& ,0
 hls: Save and forward avio options Make possible to send the custom headers and override the user agent.&&&&&&&&Reported-by: BenWonder&&&& ,0
" libx265: Bump version requirement Build 13 has a crucial fix which makes x265_encode_headers work&&&&as its always been documented.&&&&&&&&Previous to this, the check was incorrect.&&&&&&&&Also allows for use of the repeat headers flag.&&&&&&&&Signed-off-by: Derek Buitenhuis <derek.buitenhuis@gmail.com>&&&& ",0
 lavf/file: check for dirent.h support Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>&&&& ,0
 avutil/mem_internal: add missing header includes Fixes make checkheaders&&&&&&&&Reviewed-by: Michael Niedermayer <michaelni@gmx.at>&&&&Signed-off-by: James Almer <jamrial@gmail.com>&&&& ,0
 hevc: check slice address length It is used as get_bits argument and reading 0 bits doesn't make sense.&&&&&&&&Signed-off-by: Andreas Cadhalpun <Andreas.Cadhalpun@googlemail.com>&&&&Signed-off-by: Anton Khirnov <anton@khirnov.net>&&&& ,0
 avcodec/utils: Check values in apply_param_change() Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" bytestream2: set the reader to the end when reading more than available This prevents possible infinite loops with the calling code along the&&&&lines of while (bytestream2_get_bytes_left()) { ... }, where the reader&&&&does not advance.&&&&&&&&CC: libav-stable@libav.org&&&& ",0
 mpjpeg: Check stream allocation Bug-Id: CID 1308152&&&& ,0
 avformat/asfdec: Print packet_obj_size in case it is invalid Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avcodec/texturedsp: Add protective () to RGBA() macro Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 x86: check for AV_CPU_FLAG_AVXSLOW where useful Signed-off-by: James Almer <jamrial@gmail.com>&&&&Signed-off-by: Luca Barbato <lu_zero@gentoo.org>&&&& ,0
 x86: Add helper macros to check for slow cpuflags Signed-off-by: James Almer <jamrial@gmail.com>&&&&Signed-off-by: Luca Barbato <lu_zero@gentoo.org>&&&& ,0
 avformat/h264dec: Fix detection of invalid h264 with 0x100 startcodes Fies Ticket4325&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avcodec/jpeg2000dec: Check for mismatching per expected termination not just at the end&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avcodec/svq1dec: Remove duplicate buf_size check Fixes CID1297573&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avcodec/cavsdec: Check frame_rate_code Fixes CID1239111 part1&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" avfilter/vf_hqdn3d: Initialize the whole LUT With bps > 8 more than 255..255 are used&&&&The initialized table content is left unchanged,&&&&But it could also be adjusted for the slight difference of&&&&the maximum&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ",0
 avcodec/hevc: Check offset_len Fixes CID1239099 part 1&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 avcodec/g2meet: Check init_get_bits8() return value Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" nutdec: fix infinite resync loops nut->last_syncpoint_pos doesn't necessarily change between resync&&&&attempts, so find_any_startcode can return the same startcode again.&&&&&&&&Thus remember where the last resync happened and don't try to resync&&&&before that.&&&&&&&&This can't be done locally in nut_read_packet, because this wouldn't&&&&prevent infinite resync loops, where after the resync a packet is&&&&returned and while reading a following packet the resync happens again.&&&&&&&&Reviewed-by: Michael Niedermayer <michaelni@gmx.at>&&&&Signed-off-by: Andreas Cadhalpun <Andreas.Cadhalpun@googlemail.com>&&&& ",0
 aacsbr: break infinite loop in sbr_hf_calc_npatches Signed-off-by: Andreas Cadhalpun <Andreas.Cadhalpun@googlemail.com>&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" vp9: invert order of two conditions. This makes it equal to row-based loopfilter code, and also makes the&&&&chroma/luma code identical.&&&& ",0
 avcodec/ffv1dec: Check chroma shift parameters Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
" tls: Use custom IO to read from the URLContext This avoids hijacking the fd, by reading using the normal&&&&URLContext functions instead. This allowing reading data that has&&&&been buffered in the underlying URLContext.&&&&&&&&This avoids using the libraries own send functions that can&&&&cause SIGPIPE.&&&&&&&&The fd is still used for polling the lowlevel socket, for&&&&waiting for retries.&&&&&&&&Signed-off-by: Martin Storsj枚 <martin@martin.st>&&&& ",0
 avcodec/j2kenc: Initialize variable to silence compiler warnings Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 configure: remove old libdcadec check It's obsolete after the addition of the pkg-config check.&&&&See http://comments.gmane.org/gmane.comp.video.ffmpeg.devel/191983 for the&&&&relevant discussion&&&&&&&&Reviewed-by: Hendrik Leppkes <h.leppkes@gmail.com>&&&&Signed-off-by: James Almer <jamrial@gmail.com>&&&& ,0
 swresample: Check channel layouts and channels against each other and print human readable error messages Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
 matroskadec: Check memory allocations CC: libav-stable@libav.org&&&& ,0
 avformat/flvenc: check that the codec_tag fits in the available bits flags is later written with avio_w8 and if it doesn't fit in one byte it&&&&triggers an av_assert2.&&&&&&&&Signed-off-by: Michael Niedermayer <michaelni@gmx.at>&&&& ,0
